"","visit_date","condition","time_spent_homepage_sec","clicked_article","clicked_like","clicked_share","gender"
"67","2021/4/1","tips",50.65997988,0,0,0,"female"
"68","2021/4/1","tips",49.56821832,0,0,0,"others"
"69","2021/4/1","tips",48.39109666,1,0,0,"female"
"70","2021/4/1","tips",48.27293342,1,0,0,"neutral"
"71","2021/4/1","tips",47.78331663,1,0,0,"others"
"72","2021/4/1","tips",48.38343193,1,0,0,"female"
"73","2021/4/1","tips",51.39617592,0,0,0,"others"
"74","2021/4/1","tips",49.60659246,1,0,0,"female"
"75","2021/4/1","tips",50.78655038,0,0,1,"neutral"
"76","2021/4/1","tips",51.48013787,1,0,0,"neutral"
"77","2021/4/1","tips",50.01544338,1,0,0,"female"
"78","2021/4/1","tips",49.16592252,1,1,0,"male"
"79","2021/4/1","tips",50.40914028,1,1,0,"male"
"80","2021/4/1","tips",51.72353228,1,0,0,"others"
"81","2021/4/1","tips",49.48590515,1,0,0,"female"
"82","2021/4/1","tips",51.3396372,1,0,0,"male"
"83","2021/4/1","tips",50.67142949,0,0,0,"male"
"84","2021/4/1","tips",51.25930125,1,0,0,"female"
"85","2021/4/1","tips",48.80229052,1,0,0,"neutral"
"86","2021/4/1","tips",50.91307376,0,0,0,"others"
"87","2021/4/1","tips",51.40965176,1,0,0,"female"
"88","2021/4/1","tips",51.0543489,1,0,0,"female"
"89","2021/4/1","tips",51.59762487,0,0,0,"others"
"90","2021/4/1","tips",49.03067831,1,0,0,"male"
"91","2021/4/1","tips",47.98281316,1,0,0,"male"
"92","2021/4/1","tips",48.7648327,1,0,0,"neutral"
"93","2021/4/1","tips",50.52946857,1,1,0,"female"
"94","2021/4/1","tips",51.11631266,0,0,0,"male"
"95","2021/4/1","tips",51.48863058,1,1,1,"others"
"96","2021/4/1","tips",51.28461311,1,0,0,"male"
"97","2021/4/1","tips",50.36150398,0,0,0,"others"
"98","2021/4/1","tips",47.99117505,1,0,0,"male"
"99","2021/4/1","tips",50.65637113,1,0,0,"female"
"100","2021/4/1","tips",50.44776551,0,0,0,"others"
"101","2021/4/1","tips",50.09120301,1,1,0,"others"
"102","2021/4/1","tips",50.47962303,1,0,0,"male"
"103","2021/4/1","tips",51.17498136,1,0,0,"male"
"104","2021/4/1","tips",50.31162213,1,0,0,"others"
"105","2021/4/1","tips",50.55118292,1,0,0,"neutral"
"106","2021/4/1","tips",50.09856758,1,0,0,"others"
"107","2021/4/1","tips",52.36112379,0,1,0,"others"
"108","2021/4/1","tips",50.64565779,1,0,0,"others"
"109","2021/4/1","tips",50.03120898,1,0,0,"female"
"110","2021/4/1","tips",48.60916441,1,0,0,"female"
"111","2021/4/1","tips",50.56187908,1,0,0,"neutral"
"112","2021/4/1","tips",51.06330709,0,1,0,"female"
"113","2021/4/1","tips",49.96981869,1,0,0,"male"
"114","2021/4/1","tips",49.93589086,0,0,0,"others"
"115","2021/4/1","tips",51.13573744,1,0,0,"neutral"
"116","2021/4/1","tips",48.0355365,0,0,0,"others"
"117","2021/4/1","tips",49.14455555,1,0,0,"others"
"118","2021/4/1","tips",49.14363867,0,0,0,"others"
"119","2021/4/1","tips",49.10754598,0,1,0,"others"
"120","2021/4/1","tips",50.24890649,0,0,0,"neutral"
"121","2021/4/1","tips",49.38958765,1,0,0,"male"
"122","2021/4/1","tips",48.52338176,1,1,0,"neutral"
"123","2021/4/1","tips",51.24601553,0,0,0,"male"
"124","2021/4/1","tips",50.82472324,0,0,0,"female"
"125","2021/4/1","tips",49.57913862,1,0,0,"female"
"126","2021/4/1","tips",50.75673958,1,0,0,"neutral"
"127","2021/4/1","tips",50.03504005,0,0,0,"neutral"
"128","2021/4/1","tips",47.66388405,1,0,0,"neutral"
"129","2021/4/1","tips",47.71031997,1,0,0,"female"
"130","2021/4/1","tips",49.64839875,1,0,0,"female"
"131","2021/4/1","tips",50.33904583,1,0,0,"others"
"132","2021/4/1","tips",48.36454998,1,0,0,"neutral"
"133","2021/4/1","tips",49.82109679,0,0,0,"neutral"
"134","2021/4/1","tips",50.3565027,0,1,0,"others"
"135","2021/4/1","tips",49.83415342,0,0,0,"male"
"136","2021/4/1","tips",49.03324682,1,0,0,"female"
"137","2021/4/1","tips",50.11922432,0,0,1,"female"
"138","2021/4/1","tips",51.68502089,1,0,0,"female"
"139","2021/4/1","tips",49.42750266,1,0,0,"neutral"
"140","2021/4/1","tips",49.36822219,1,0,0,"others"
"141","2021/4/1","tips",48.84753205,0,0,0,"others"
"142","2021/4/1","tips",50.97233103,1,0,0,"female"
"143","2021/4/1","tips",51.13544892,0,0,0,"others"
"144","2021/4/1","tips",51.9986722,0,1,1,"others"
"145","2021/4/1","tips",49.67655267,1,0,0,"others"
"146","2021/4/1","tips",50.9687945,0,1,0,"neutral"
"147","2021/4/1","tips",49.36966538,0,0,0,"neutral"
"148","2021/4/1","tips",47.0026028,1,1,0,"others"
"149","2021/4/1","tips",50.26799279,1,0,0,"female"
"150","2021/4/1","tips",50.14007167,1,0,0,"neutral"
"151","2021/4/1","tips",50.15074803,0,0,0,"neutral"
"152","2021/4/1","tips",49.84531669,1,0,0,"neutral"
"153","2021/4/1","tips",50.95776241,1,0,0,"neutral"
"154","2021/4/1","tips",50.26081202,1,0,0,"female"
"155","2021/4/1","tips",50.95245753,1,0,0,"female"
"156","2021/4/1","tips",48.95113221,1,0,0,"neutral"
"157","2021/4/1","tips",50.22704508,1,0,0,"others"
"158","2021/4/1","tips",50.26897072,1,0,0,"others"
"159","2021/4/1","tips",51.65643715,0,0,0,"male"
"160","2021/4/1","tips",50.67659126,0,0,0,"female"
"161","2021/4/1","tips",50.93420064,1,0,0,"others"
"162","2021/4/1","tips",49.8120456,1,0,0,"neutral"
"163","2021/4/1","tips",49.75151523,1,0,0,"neutral"
"164","2021/4/1","tips",50.02311326,0,1,0,"male"
"165","2021/4/1","tips",48.07314555,1,0,0,"neutral"
"166","2021/4/1","tips",50.74675035,0,0,0,"female"
"167","2021/4/1","tips",51.43496805,1,0,0,"male"
"168","2021/4/1","tips",50.88990974,1,0,0,"neutral"
"169","2021/4/1","tips",49.74611755,1,1,0,"female"
"170","2021/4/1","tips",48.09789819,0,0,0,"male"
"171","2021/4/1","tips",49.15216869,1,0,0,"neutral"
"172","2021/4/1","tips",51.13700758,1,0,0,"neutral"
"173","2021/4/1","tips",50.37928313,0,0,0,"others"
"174","2021/4/1","tips",49.93749406,1,0,0,"female"
"175","2021/4/1","tips",48.52603347,1,0,0,"neutral"
"176","2021/4/1","tips",50.49891658,0,1,0,"neutral"
"177","2021/4/1","tips",51.36524985,1,1,0,"others"
"178","2021/4/1","tips",51.05664316,1,0,0,"female"
"179","2021/4/1","tips",50.62318733,0,0,0,"neutral"
"180","2021/4/1","tips",49.30235884,1,0,0,"others"
"181","2021/4/1","tips",48.60500522,1,0,0,"others"
"182","2021/4/1","tips",49.72070321,0,0,0,"female"
"183","2021/4/1","tips",50.63235258,0,0,0,"neutral"
"184","2021/4/1","tips",51.1792738,1,0,0,"male"
"185","2021/4/1","tips",47.29625763,0,0,0,"male"
"186","2021/4/1","tips",50.1469846,1,0,0,"neutral"
"187","2021/4/1","tips",50.95815258,0,0,0,"others"
"188","2021/4/1","tips",51.84916849,1,0,0,"male"
"189","2021/4/1","tips",51.42280836,1,1,0,"female"
"190","2021/4/1","tips",50.11586914,1,0,0,"neutral"
"191","2021/4/1","tips",48.86420671,0,0,0,"others"
"192","2021/4/1","tips",50.04299221,1,1,0,"others"
"193","2021/4/1","tips",50.60910922,0,0,0,"others"
"194","2021/4/1","tips",50.3748168,1,0,0,"neutral"
"195","2021/4/1","tips",50.12122952,1,0,0,"male"
"196","2021/4/1","tips",48.00996967,1,0,0,"others"
"197","2021/4/1","tips",52.30644587,0,0,0,"male"
"198","2021/4/1","tips",50.05163405,0,0,1,"male"
"199","2021/4/1","tips",49.37860289,0,0,0,"female"
"200","2021/4/1","tips",49.00225835,0,0,0,"neutral"
"201","2021/4/1","tips",49.65387623,0,0,0,"neutral"
"202","2021/4/1","tips",49.80410703,0,0,0,"female"
"203","2021/4/1","tips",49.17297197,1,0,0,"male"
"204","2021/4/1","tips",49.76593061,1,1,0,"neutral"
"205","2021/4/1","tips",50.81979462,1,0,1,"male"
"206","2021/4/1","tips",50.66435978,1,1,0,"male"
"207","2021/4/1","tips",48.2862591,0,0,0,"female"
"208","2021/4/1","tips",48.68002415,1,0,0,"male"
"209","2021/4/1","tips",51.34002371,1,0,0,"neutral"
"210","2021/4/1","tips",51.11991773,0,0,0,"neutral"
"211","2021/4/1","tips",48.68924288,1,0,0,"others"
"212","2021/4/1","tips",49.38323314,0,0,0,"male"
"213","2021/4/1","tips",50.12205851,1,0,0,"others"
"214","2021/4/1","tips",50.10920322,1,1,0,"female"
"215","2021/4/1","tips",50.36626811,1,0,0,"neutral"
"216","2021/4/1","tips",51.16370891,0,0,0,"male"
"217","2021/4/1","tips",50.91141819,1,1,0,"neutral"
"218","2021/4/1","tips",50.01907524,1,0,0,"male"
"219","2021/4/1","tips",51.12737242,0,0,0,"male"
"220","2021/4/1","tips",51.35205435,1,0,0,"male"
"221","2021/4/1","tips",49.74605028,0,1,0,"neutral"
"222","2021/4/1","tips",48.84639603,1,1,0,"neutral"
"223","2021/4/1","tips",50.32007885,1,0,0,"female"
"224","2021/4/1","tips",49.47350518,0,0,0,"male"
"225","2021/4/1","tips",48.81918568,0,1,0,"neutral"
"226","2021/4/1","tips",49.76336746,1,0,0,"female"
"227","2021/4/1","tips",50.04507419,1,0,0,"neutral"
"228","2021/4/1","tips",50.34927591,0,0,0,"female"
"229","2021/4/1","tips",50.28897169,1,0,0,"male"
"230","2021/4/1","tips",50.06846767,0,0,0,"male"
"231","2021/4/1","tips",49.69360305,0,0,0,"female"
"232","2021/4/1","tips",48.79709325,0,0,0,"neutral"
"233","2021/4/1","tips",48.31403901,1,1,0,"others"
"234","2021/4/1","tips",49.18316176,0,0,0,"male"
"235","2021/4/1","tips",48.75977601,0,0,0,"others"
"236","2021/4/1","tips",50.01904175,1,0,0,"female"
"237","2021/4/1","tips",48.90223067,1,0,0,"male"
"238","2021/4/1","tips",48.94113502,1,0,0,"others"
"239","2021/4/1","tips",48.53348862,1,1,0,"others"
"240","2021/4/1","tips",50.93237695,0,0,0,"female"
"241","2021/4/1","tips",49.76919002,1,0,0,"female"
"242","2021/4/1","tips",51.20862906,0,0,0,"others"
"243","2021/4/1","tips",49.42022946,1,0,0,"female"
"244","2021/4/1","tips",50.52758909,1,0,0,"female"
"245","2021/4/1","tips",51.19781246,0,0,0,"neutral"
"246","2021/4/1","tips",52.61163353,1,0,0,"female"
"247","2021/4/1","tips",49.86530449,0,0,0,"male"
"248","2021/4/1","tips",49.86735751,1,0,0,"female"
"249","2021/4/1","tips",49.30034637,1,0,0,"neutral"
"250","2021/4/1","tips",48.72542566,1,0,0,"others"
"251","2021/4/1","tips",49.74545991,0,0,0,"others"
"252","2021/4/1","tips",48.6246651,1,0,0,"female"
"253","2021/4/1","tips",49.91549746,1,0,0,"neutral"
"254","2021/4/1","tips",49.39932418,0,0,0,"male"
"255","2021/4/1","tips",50.04755749,1,0,0,"neutral"
"256","2021/4/1","tips",49.73851684,0,0,0,"female"
"257","2021/4/1","tips",49.27435509,1,0,0,"male"
"258","2021/4/1","tips",50.87612011,0,0,0,"neutral"
"259","2021/4/1","tips",49.05486671,1,0,0,"female"
"260","2021/4/1","tips",50.20113973,1,0,0,"male"
"261","2021/4/1","tips",49.16040322,0,1,0,"others"
"262","2021/4/1","tips",49.01344619,1,0,0,"female"
"263","2021/4/1","tips",48.56121067,1,0,0,"male"
"264","2021/4/1","tips",50.27796129,0,0,0,"others"
"265","2021/4/1","tips",49.9694383,1,0,0,"neutral"
"266","2021/4/1","tips",50.71524436,1,0,0,"male"
"267","2021/4/1","tips",49.19486418,0,0,0,"male"
"268","2021/4/1","tips",49.65654459,1,0,0,"neutral"
"269","2021/4/1","tips",50.85429502,0,0,0,"female"
"270","2021/4/1","tips",50.16463197,1,0,0,"others"
"271","2021/4/1","tips",51.8025006,1,0,0,"male"
"272","2021/4/1","tips",49.22982353,1,1,0,"others"
"273","2021/4/1","tips",50.81596391,1,0,0,"others"
"274","2021/4/1","tips",49.38790677,1,0,0,"male"
"275","2021/4/1","tips",48.92268581,1,0,0,"others"
"276","2021/4/1","tips",49.27696927,1,0,0,"others"
"277","2021/4/1","tips",50.85783525,0,0,0,"neutral"
"278","2021/4/1","tips",48.72490515,1,0,0,"neutral"
"279","2021/4/1","tips",49.39189611,0,0,0,"neutral"
"280","2021/4/1","tips",48.34822385,1,0,0,"female"
"281","2021/4/1","tips",48.40470318,1,0,0,"neutral"
"282","2021/4/1","tips",49.43501681,1,0,0,"neutral"
"283","2021/4/1","tips",48.93153033,0,1,0,"male"
"284","2021/4/1","tips",50.36395341,1,0,0,"male"
"285","2021/4/1","tips",49.35673574,0,1,0,"others"
"286","2021/4/1","tips",50.69829114,1,0,0,"male"
"287","2021/4/1","tips",48.46178079,1,0,0,"male"
"288","2021/4/1","tips",51.41098829,1,1,0,"female"
"289","2021/4/1","tips",51.15437196,0,0,1,"female"
"290","2021/4/1","tips",50.4191131,1,0,0,"others"
"291","2021/4/1","tips",50.77569335,0,0,0,"male"
"292","2021/4/1","tips",49.40036188,0,0,0,"female"
"293","2021/4/1","tips",48.34102457,0,0,0,"neutral"
"294","2021/4/1","tips",51.29605278,1,1,0,"female"
"295","2021/4/1","tips",47.95761807,0,1,0,"female"
"296","2021/4/1","tips",51.12390046,0,1,0,"male"
"297","2021/4/1","tips",48.66824126,1,1,0,"neutral"
"298","2021/4/1","tips",49.75219158,0,0,0,"female"
"299","2021/4/1","tips",49.46732712,1,0,0,"others"
"300","2021/4/1","tips",50.9541243,1,0,0,"female"
"301","2021/4/1","tips",50.49539624,1,0,0,"neutral"
"302","2021/4/1","tips",48.30114937,1,0,0,"neutral"
"303","2021/4/1","tips",48.74375427,1,1,0,"others"
"304","2021/4/1","tips",48.61183556,0,0,0,"male"
"305","2021/4/1","tips",50.61844326,1,0,0,"female"
"306","2021/4/1","tips",49.64212156,0,0,0,"female"
"307","2021/4/1","tips",51.3880004,0,0,0,"male"
"308","2021/4/1","tips",51.43433603,0,0,0,"others"
"309","2021/4/1","tips",49.62450494,1,0,0,"neutral"
"310","2021/4/1","tips",48.53999747,1,0,0,"female"
"311","2021/4/1","tips",49.15212494,1,0,0,"others"
"312","2021/4/1","tips",48.52317532,1,0,1,"others"
"313","2021/4/1","tips",52.49984404,0,0,0,"others"
"314","2021/4/1","tips",50.86522315,1,0,0,"female"
"315","2021/4/1","tips",50.7163703,1,1,0,"female"
"316","2021/4/1","tips",47.34749715,1,0,0,"male"
"317","2021/4/1","tips",49.20008402,1,0,0,"female"
"318","2021/4/1","tips",50.8956988,1,0,0,"male"
"319","2021/4/1","tips",51.26522806,0,1,0,"others"
"320","2021/4/1","tips",51.40907597,1,0,0,"neutral"
"321","2021/4/1","tips",49.8422666,1,0,0,"female"
"322","2021/4/1","tips",52.16035013,0,0,0,"neutral"
"323","2021/4/1","tips",52.24677202,1,0,0,"female"
"324","2021/4/1","tips",50.10758956,1,0,0,"male"
"325","2021/4/1","tips",49.47380868,1,0,0,"female"
"326","2021/4/1","tips",49.64544681,1,0,0,"neutral"
"327","2021/4/1","tips",48.58494261,0,0,0,"neutral"
"328","2021/4/1","tips",49.61670065,0,0,0,"neutral"
"329","2021/4/1","tips",49.07176189,0,1,0,"others"
"330","2021/4/1","tips",49.12717395,1,0,0,"male"
"331","2021/4/1","tips",48.08523761,0,0,0,"male"
"332","2021/4/1","tips",49.83484839,1,0,0,"male"
"333","2021/4/1","tips",50.94244758,0,0,0,"male"
"334","2021/4/1","tips",51.43279805,1,0,0,"female"
"335","2021/4/1","tips",50.21280649,1,0,0,"male"
"336","2021/4/1","tips",51.72685227,0,0,0,"female"
"337","2021/4/1","tips",51.35387803,1,0,0,"others"
"338","2021/4/1","tips",50.27861309,0,0,0,"female"
"339","2021/4/1","tips",50.82534437,0,0,0,"others"
"340","2021/4/1","tips",51.01835612,1,0,0,"female"
"341","2021/4/1","tips",48.71804864,1,0,0,"neutral"
"342","2021/4/1","tips",49.49763807,0,0,0,"neutral"
"343","2021/4/1","tips",50.62877729,0,0,0,"neutral"
"344","2021/4/1","tips",50.37891149,0,0,0,"male"
"345","2021/4/1","tips",48.39851208,1,1,0,"female"
"346","2021/4/1","tips",50.47238922,1,0,0,"others"
"347","2021/4/1","tips",49.63983431,1,0,0,"neutral"
"348","2021/4/1","tips",48.65949644,0,0,0,"others"
"349","2021/4/1","tips",49.36058981,0,0,0,"female"
"350","2021/4/1","tips",49.67100267,1,0,0,"neutral"
"351","2021/4/1","tips",50.71133571,0,1,0,"male"
"352","2021/4/1","tips",49.90866764,0,0,0,"male"
"353","2021/4/1","tips",49.32130287,0,0,0,"others"
"354","2021/4/1","tips",50.310404,1,0,0,"neutral"
"355","2021/4/1","tips",50.11435322,1,0,0,"others"
"356","2021/4/1","tips",51.34649404,1,0,0,"neutral"
"357","2021/4/1","tips",49.1973631,0,0,0,"others"
"358","2021/4/1","tips",51.87193048,0,1,0,"male"
"359","2021/4/1","tips",48.11234962,0,0,0,"others"
"360","2021/4/1","tips",51.42751762,0,0,0,"female"
"361","2021/4/1","tips",51.19075767,1,1,0,"female"
"362","2021/4/1","tips",50.87714758,1,1,0,"others"
"363","2021/4/1","tips",50.37652581,1,0,1,"female"
"364","2021/4/1","tips",50.64774858,1,0,0,"male"
"365","2021/4/1","tips",50.40617082,0,1,0,"others"
"366","2021/4/1","tips",49.68825383,0,0,0,"female"
"367","2021/4/1","tips",49.17197175,1,0,0,"neutral"
"368","2021/4/1","tips",50.40115476,0,0,0,"female"
"369","2021/4/1","tips",49.88058772,0,0,0,"neutral"
"370","2021/4/1","tips",50.32504695,1,0,0,"others"
"371","2021/4/1","tips",50.00231291,0,0,0,"neutral"
"372","2021/4/1","tips",50.54007735,0,0,0,"female"
"373","2021/4/1","tips",50.19293113,1,0,0,"neutral"
"374","2021/4/1","tips",51.12359479,1,0,0,"others"
"375","2021/4/1","tips",49.09283743,1,0,0,"neutral"
"376","2021/4/1","tips",49.9003326,0,0,1,"female"
"377","2021/4/1","tips",48.6448917,1,0,0,"female"
"378","2021/4/1","tips",49.28481392,0,0,0,"female"
"379","2021/4/1","tips",51.09435906,0,0,0,"male"
"380","2021/4/1","tips",50.31203802,1,0,0,"others"
"381","2021/4/1","tips",48.73640786,0,0,0,"female"
"382","2021/4/1","tips",49.45985785,0,0,0,"others"
"383","2021/4/1","tips",49.30273375,0,0,0,"neutral"
"384","2021/4/1","tips",49.85328507,1,0,0,"others"
"385","2021/4/1","tips",50.35053092,0,1,0,"male"
"386","2021/4/1","tips",48.8546296,0,0,0,"others"
"387","2021/4/1","tips",49.90120652,1,0,0,"others"
"388","2021/4/1","tips",49.68378869,0,1,0,"female"
"389","2021/4/1","tips",49.4017179,1,0,0,"male"
"390","2021/4/1","tips",51.31564553,0,0,0,"male"
"391","2021/4/1","tips",49.03798508,1,0,0,"neutral"
"392","2021/4/1","tips",49.7998508,0,0,0,"female"
"393","2021/4/1","tips",47.57390755,1,0,0,"female"
"394","2021/4/1","tips",50.62593093,0,0,0,"male"
"395","2021/4/1","tips",51.69696639,1,0,1,"others"
"396","2021/4/1","tips",50.59374149,1,0,0,"neutral"
"397","2021/4/1","tips",51.76762532,0,1,0,"male"
"398","2021/4/1","tips",49.36093937,1,1,0,"others"
"399","2021/4/1","tips",49.98274058,1,0,0,"neutral"
"400","2021/4/1","tips",51.14401122,0,1,0,"female"
"401","2021/4/1","tips",50.28349732,0,0,0,"neutral"
"402","2021/4/1","tips",51.15433804,1,0,0,"others"
"403","2021/4/1","tips",49.92772706,0,1,0,"male"
"404","2021/4/1","tips",50.39548936,1,1,0,"male"
"405","2021/4/1","tips",50.25364803,1,1,0,"male"
"406","2021/4/1","tips",50.28403468,1,1,0,"male"
"407","2021/4/1","tips",48.6673457,0,0,0,"female"
"408","2021/4/1","tips",50.03366189,1,0,0,"male"
"409","2021/4/1","tips",49.03906357,0,1,0,"male"
"410","2021/4/1","tips",50.75504026,1,0,0,"male"
"411","2021/4/1","tips",52.25477519,1,0,0,"female"
"412","2021/4/1","tips",51.3271864,1,0,0,"female"
"413","2021/4/1","tips",47.82203437,1,0,1,"neutral"
"414","2021/4/1","tips",50.8540876,1,0,0,"neutral"
"415","2021/4/1","tips",51.50133644,0,0,0,"female"
"416","2021/4/1","tips",48.0120796,0,0,0,"others"
"417","2021/4/1","tips",53.70872812,1,0,0,"male"
"418","2021/4/1","tips",50.29161405,0,0,0,"neutral"
"419","2021/4/1","tips",48.66239538,1,0,0,"male"
"420","2021/4/1","tips",50.5334334,1,0,0,"neutral"
"421","2021/4/1","tips",49.86710328,1,1,0,"male"
"422","2021/4/1","tips",49.51509029,0,0,0,"female"
"423","2021/4/1","tips",50.76795398,1,0,0,"female"
"424","2021/4/1","tips",51.06243693,1,0,0,"neutral"
"425","2021/4/1","tips",49.77011189,0,1,0,"others"
"426","2021/4/1","tips",48.58778707,0,1,0,"male"
"427","2021/4/1","tips",49.18651585,0,0,0,"female"
"428","2021/4/1","tips",48.12950302,0,0,0,"neutral"
"429","2021/4/1","tips",50.34382623,0,1,0,"neutral"
"430","2021/4/1","tips",48.2388886,1,0,0,"neutral"
"431","2021/4/1","tips",48.04215305,1,0,0,"neutral"
"432","2021/4/1","tips",50.0817197,1,1,0,"neutral"
"433","2021/4/1","tips",52.32628403,0,0,0,"male"
"434","2021/4/1","tips",49.76633997,1,0,0,"neutral"
"435","2021/4/1","tips",49.84481644,1,0,0,"neutral"
"436","2021/4/1","tips",49.18523364,1,0,0,"neutral"
"437","2021/4/1","tips",52.26336508,0,1,0,"others"
"438","2021/4/1","tips",49.75061219,1,0,0,"male"
"439","2021/4/1","tips",49.25081806,1,0,0,"neutral"
"440","2021/4/1","tips",50.36573327,1,1,0,"female"
"441","2021/4/1","tips",50.62278897,1,1,0,"male"
"442","2021/4/1","tips",50.94275211,0,0,0,"female"
"443","2021/4/1","tips",49.45302,1,0,0,"male"
"444","2021/4/1","tips",50.63674079,0,0,0,"female"
"445","2021/4/1","tips",51.32269003,1,0,0,"others"
"446","2021/4/1","tips",48.33960609,1,0,0,"male"
"447","2021/4/1","tips",49.80386197,1,1,0,"female"
"448","2021/4/1","tips",50.23259448,0,1,0,"male"
"449","2021/4/1","tips",48.80932346,0,0,0,"female"
"450","2021/4/1","tips",50.16900732,1,0,0,"male"
"451","2021/4/1","tips",49.42929039,1,0,0,"male"
"452","2021/4/1","tips",50.12648722,1,0,0,"male"
"453","2021/4/1","tips",50.67724939,1,0,0,"neutral"
"454","2021/4/1","tips",49.85144442,0,0,0,"others"
"455","2021/4/1","tips",50.24257769,1,0,0,"female"
"456","2021/4/1","tips",48.95721844,1,0,0,"male"
"457","2021/4/1","tips",49.62799936,1,0,0,"neutral"
"458","2021/4/1","tips",49.94368996,1,0,0,"others"
"459","2021/4/1","tips",50.99792533,0,0,0,"female"
"460","2021/4/1","tips",49.65060479,1,0,0,"neutral"
"461","2021/4/1","tips",50.04600015,1,0,0,"neutral"
"462","2021/4/1","tips",49.71247409,1,0,0,"male"
"463","2021/4/1","tips",49.78167605,0,0,0,"neutral"
"464","2021/4/1","tips",48.66478939,1,0,0,"others"
"465","2021/4/1","tips",50.01462533,0,1,0,"male"
"466","2021/4/1","tips",50.5293016,1,0,0,"female"
"467","2021/4/1","tips",48.36702624,0,0,0,"male"
"468","2021/4/1","tips",49.00179993,0,0,0,"neutral"
"469","2021/4/1","tips",51.449228,0,0,0,"male"
"470","2021/4/1","tips",48.40320849,1,1,0,"neutral"
"471","2021/4/1","tips",49.54875217,1,0,0,"female"
